14,"Every c1 is a c2 that op1 a c3.
Every c2 that op1 a c3 is a c1.","<c1> owl:equivalentClass [
                                                                       owl:intersectionOf ( <c2>
                                                                                         [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op1> ;
                                                                                           owl:someValuesFrom <c3>
                                                                                         ]
                                                                                       )
                                                                     ] ."
16,Everything that is op1 by a c1 is a c2.,"<c1> rdfs:subClassOf [ rdf:type owl:Restriction ;
                                                                      owl:onProperty <op1> ;
                                                                      owl:allValuesFrom <c2>
                                                                    ] ."
17,"Every c1 is something.
Everything is a c1.","<c1> owl:equivalentClass [
                                                                       owl:unionOf rdf:nil
                                                                     ] ."
18,Every c1 is something.,"<c1> rdfs:subClassOf [
                                                                      owl:intersectionOf ( [
                                                                                          owl:intersectionOf rdf:nil
                                                                                        ]
                                                                                      )
                                                                    ] ."
19,"Every c1 is something that op1 a c2 and that op2 nothing but c3.
Everything that op1 a c2 and that op2 nothing but c3 is a c1.","<c1> owl:equivalentClass [
                                                                       owl:intersectionOf ( [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op1> ;
                                                                                           owl:someValuesFrom <c2>
                                                                                         ]
                                                                                         [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op2> ;
                                                                                           owl:allValuesFrom <c3>
                                                                                         ]
                                                                                       )
                                                                     ] ."
20,"Every c1 is something that op1 a c2 and that op2 a c3 and that op3 something that op4 a c4.
Everything that op1 a c2 and that op2 a c3 and that op3 something that op4 a c4 is a c1.","<c1> owl:equivalentClass [
                                                                       owl:intersectionOf ( [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op1> ;
                                                                                           owl:someValuesFrom <c2>
                                                                                         ]
                                                                                         [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op3> ;
                                                                                           owl:someValuesFrom [ rdf:type owl:Restriction ;
                                                                                                             owl:onProperty <op4> ;
                                                                                                             owl:someValuesFrom <c4>
                                                                                                           ]
                                                                                         ]
                                                                                         [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op2> ;
                                                                                           owl:someValuesFrom <c3>
                                                                                         ]
                                                                                       )
                                                                     ] ."
21,Every c1 is something that op1 a c2 or that op2 a c3.,"<c1> rdfs:subClassOf [
                                                                      owl:unionOf ( [ rdf:type owl:Restriction ;
                                                                                   owl:onProperty <op1> ;
                                                                                   owl:someValuesFrom <c2>
                                                                                 ]
                                                                                 [ rdf:type owl:Restriction ;
                                                                                   owl:onProperty <op2> ;
                                                                                   owl:someValuesFrom <c3>
                                                                                 ]
                                                                               )
                                                                    ] ."
22,"Every c1 is something that op1 a c2 and that op2 a c3 and that op3 something that op4 a c4.
Everything that op1 a c2 and that op2 a c3 and that op3 something that op4 a c4 is a c1.","<c1> owl:equivalentClass [
                                                                       owl:intersectionOf ( [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op3> ;
                                                                                           owl:someValuesFrom [ rdf:type owl:Restriction ;
                                                                                                             owl:onProperty <op4> ;
                                                                                                             owl:someValuesFrom <c4>
                                                                                                           ]
                                                                                         ]
                                                                                         [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op1> ;
                                                                                           owl:someValuesFrom <c2>
                                                                                         ]
                                                                                         [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op2> ;
                                                                                           owl:someValuesFrom <c3>
                                                                                         ]
                                                                                       )
                                                                     ] ."
23,Every c1 op1 something that op2 a c2.,"<c1> rdfs:subClassOf [ rdf:type owl:Restriction ;
                                                                      owl:onProperty <op1> ;
                                                                      owl:someValuesFrom [ rdf:type owl:Restriction ;
                                                                                        owl:onProperty <op2> ;
                                                                                        owl:someValuesFrom <c2>
                                                                                      ]
                                                                    ] ."
24,"Every c1 is something that op1 a c2 and that op2 a c3 and that op3 a c4.
Everything that op1 a c2 and that op2 a c3 and that op3 a c4 is a c1.","<c1> owl:equivalentClass [
                                                                        owl:intersectionOf ( [ rdf:type owl:Restriction ;
                                                                                            owl:onProperty <op1> ;
                                                                                            owl:someValuesFrom <c2>
                                                                                          ]
                                                                                          [ rdf:type owl:Restriction ;
                                                                                            owl:onProperty <op2> ;
                                                                                            owl:someValuesFrom <c3>
                                                                                          ]
                                                                                          [ rdf:type owl:Restriction ;
                                                                                            owl:onProperty <op3> ;
                                                                                            owl:someValuesFrom <c4>
                                                                                          ]
                                                                                        )
                                                                      ] ."
25,"Every c1 is something that op1 a c2 and that op2 a c3.
Everything that op1 a c2 and that op2 a c3 is a c1.","<c1> owl:equivalentClass [
                                                                        owl:intersectionOf ( [ rdf:type owl:Restriction ;
                                                                                            owl:onProperty <op1> ;
                                                                                            owl:someValuesFrom <c2>
                                                                                          ]
                                                                                          [ rdf:type owl:Restriction ;
                                                                                            owl:onProperty <op2> ;
                                                                                            owl:someValuesFrom <c3>
                                                                                          ]
                                                                                        )
                                                                      ] ."
26,Every c1 is something that op1 a c2 and that op2 a c3.,"<c1> rdfs:subClassOf [
                                                                       owl:intersectionOf ( [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op1> ;
                                                                                           owl:someValuesFrom <c2>
                                                                                         ]
                                                                                         [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op2> ;
                                                                                           owl:someValuesFrom <c3>
                                                                                         ]
                                                                                       )
                                                                     ] ."
27,"Every c1 op1 a c2.
Everything that op1 a c2 is a c1.","<c1> owl:equivalentClass [ rdf:type owl:Restriction ;
                                                                        owl:onProperty <op1> ;
                                                                        owl:someValuesFrom <c2>
                                                                      ] ."
28,Every c1 op1 something.,"<c1> rdfs:subClassOf [ rdf:type owl:Restriction ;
                                                                       owl:onProperty <op1> ;
                                                                       owl:someValuesFrom [
                                                                                         owl:unionOf rdf:nil
                                                                                       ]
                                                                     ] ."
29,"Every c1 op1 something.
Everything that op1 something is a c1.","<c1> owl:equivalentClass [
                                                                        owl:intersectionOf ( [ rdf:type owl:Restriction ;
                                                                                            owl:onProperty <op1> ;
                                                                                            owl:someValuesFrom [
                                                                                                              owl:intersectionOf rdf:nil
                                                                                                            ]
                                                                                          ]
                                                                                        )
                                                                      ] ."
30,"Every c1 is a c2 that op1 a c3.
Every c2 that op1 a c3 is a c1.","<c1> owl:equivalentClass [
                                                                        owl:intersectionOf ( <c2>
                                                                                          [ rdf:type owl:Restriction ;
                                                                                            owl:onProperty <op1> ;
                                                                                            owl:someValuesFrom <c3>
                                                                                          ]
                                                                                        )
                                                                      ] ."
31,"Nothing is a c1.
Everything that is not something is a c1.","<c1> owl:equivalentClass [
                                                                        owl:oneOf rdf:nil
                                                                      ] ."
32,"Every c1 is a c2.
Every c2 is a c1.","<c1> owl:equivalentClass <c2> ."
33,"Every c1 op1 something that op2 a c2.
Everything that op1 something that op2 a c2 is a c1.","<c1> owl:equivalentClass [ rdf:type owl:Restriction ;
                                                                        owl:onProperty <op1> ;
                                                                        owl:someValuesFrom [ rdf:type owl:Restriction ;
                                                                                          owl:onProperty <op2> ;
                                                                                          owl:someValuesFrom <c2>
                                                                                        ]
                                                                      ] ."
34,Every c1 op1 a c2 that op2 a c3.,"<c1> rdfs:subClassOf [ rdf:type owl:Restriction ;
                                                                       owl:onProperty <op1> ;
                                                                       owl:someValuesFrom [
                                                                                         owl:intersectionOf ( <c2>
                                                                                                           [ rdf:type owl:Restriction ;
                                                                                                             owl:onProperty <op2> ;
                                                                                                             owl:someValuesFrom <c3>
                                                                                                           ]
                                                                                                         )
                                                                                       ]
                                                                     ] ."
35,Everything that is op1 by a c1 is a c2.,"<c1> rdfs:subClassOf [ rdf:type owl:Restriction ;
                                                                       owl:onProperty <op1> ;
                                                                       owl:allValuesFrom <c2>
                                                                     ] ."
36,Everything that is op1 by a c1 is something that is a c2 or that is a c3.,"<c1> rdfs:subClassOf [ rdf:type owl:Restriction ;
                                                                       owl:onProperty <op1> ;
                                                                       owl:allValuesFrom [
                                                                                        owl:unionOf ( <c2>
                                                                                                   <c3>
                                                                                                 )
                                                                                      ]
                                                                     ] ."
37,Every c1 is something that op1 a c2 and that op2 a c3.,"<c1> rdfs:subClassOf [
                                                                       owl:intersectionOf ( [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op1> ;
                                                                                           owl:someValuesFrom <c2>
                                                                                         ]
                                                                                         [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op2> ;
                                                                                           owl:someValuesFrom <c3>
                                                                                         ]
                                                                                       )
                                                                     ] ."
38,"/* BUG: axiom too complex: SubClassOf(Class(c1),ObjectIntersectionOf([ObjectSomeValuesFrom(ObjectProperty(op1),Class(c2)),DataSomeValuesFrom(DataProperty(op2),DatatypeRestriction([Datatype(dt1),FacetRestriction(http://www.w3.org/2001/XMLSchema#minInclusive,^^(lit1,))]))])) */","<c1> rdfs:subClassOf [
                                                                       owl:intersectionOf ( [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op1> ;
                                                                                           owl:someValuesFrom <c2>
                                                                                         ]
                                                                                         [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op2> ;
                                                                                           owl:someValuesFrom [ rdf:type rdfs:Datatype ;
                                                                                                             owl:onDatatype <dt1> ;
                                                                                                             owl:withRestrictions ( [ xsd:minInclusive ""lit1""
                                                                                                                                 ]
                                                                                                                               )
                                                                                                           ]
                                                                                         ]
                                                                                       )
                                                                     ] ."
39,"/* BUG: axiom too complex: SubClassOf(Class(c1),DataSomeValuesFrom(DataProperty(dp1),DatatypeRestriction([Datatype(dt1),FacetRestriction(http://www.w3.org/2001/XMLSchema#minInclusive,^^(lit2,))]))) */","<c1> rdfs:subClassOf [ rdf:type owl:Restriction ;
                                                                       owl:onProperty <dp1> ;
                                                                       owl:someValuesFrom [ rdf:type rdfs:Datatype ;
                                                                                         owl:onDatatype <dt1> ;
                                                                                         owl:withRestrictions ( [ xsd:minInclusive ""lit2""
                                                                                                             ]
                                                                                                           )
                                                                                       ]
                                                                     ] ."
40,"/* BUG: axiom too complex: SubClassOf(Class(c1),ObjectIntersectionOf([ObjectSomeValuesFrom(ObjectProperty(op1),Class(c2)),DataSomeValuesFrom(DataProperty(dp1),DatatypeRestriction([Datatype(dt1),FacetRestriction(http://www.w3.org/2001/XMLSchema#minInclusive,^^(lit3,))]))])) */","<c1> rdfs:subClassOf [
                                                                       owl:intersectionOf ( [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op1> ;
                                                                                           owl:someValuesFrom <c2>
                                                                                         ]
                                                                                         [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <dp1> ;
                                                                                           owl:someValuesFrom [ rdf:type rdfs:Datatype ;
                                                                                                             owl:onDatatype <dt1> ;
                                                                                                             owl:withRestrictions ( [ xsd:minInclusive ""lit3""
                                                                                                                                 ]
                                                                                                                               )
                                                                                                           ]
                                                                                         ]
                                                                                       )
                                                                     ] ."
41,"/* BUG: axiom too complex: SubClassOf(Class(c1),ObjectIntersectionOf([DataSomeValuesFrom(DataProperty(op1),DatatypeRestriction([Datatype(dt1),FacetRestriction(http://www.w3.org/2001/XMLSchema#minInclusive,^^(lit4,))]))])) */","<c1> rdfs:subClassOf [ rdf:type owl:Restriction ;
                                                                       owl:onProperty <op1> ;
                                                                       owl:someValuesFrom [ rdf:type rdfs:Datatype ;
                                                                                         owl:onDatatype <dt1> ;
                                                                                         owl:withRestrictions ( [ xsd:minInclusive ""lit4""
                                                                                                             ]
                                                                                                           )
                                                                                       ]
                                                                     ] ."
42,"/* BUG: axiom too complex: SubClassOf(Class(c1),DataSomeValuesFrom(DataProperty(op1),Datatype(dt1))) */","<c1> rdfs:subClassOf [ rdf:type owl:Restriction ;
                                                                       owl:onProperty <op1> ;
                                                                       owl:someValuesFrom <dt1>
                                                                     ] ."
43,Every c1 is something.,"<c1> rdfs:subClassOf [
                                                                       owl:intersectionOf rdf:nil
                                                                     ] ."
44,Every c1 op1 exactly 1 thing.,"<c1> rdfs:subClassOf [ rdf:type owl:Restriction ;
                                                                       owl:onProperty <op1> ;
                                                                       owl:cardinality ""1""^^xsd:nonNegativeInteger
                                                                     ] ."
45,Every c1 op1 at least 999 things.,"<c1> rdfs:subClassOf [ rdf:type owl:Restriction ;
                                                                       owl:onProperty <op1> ;
                                                                       owl:minCardinality ""999""^^xsd:nonNegativeInteger
                                                                     ] ."
46,Every c1 op1 at most 1 thing.,"<c1> rdfs:subClassOf [ rdf:type owl:Restriction ;
                                                                       owl:onProperty <op1> ;
                                                                       owl:maxCardinality ""1""^^xsd:nonNegativeInteger
                                                                     ] ."
47,Every c1 is a c2 that op1 at most 1 thing.,"<c1> rdfs:subClassOf [
                                                                       owl:intersectionOf ( <c2>

                                                                                         [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op1> ;
                                                                                           owl:maxCardinality ""1""^^xsd:nonNegativeInteger
                                                                                         ]
                                                                                       )
                                                                     ] ."
48,Every c1 is something that op1 at least 999 things and that op2 at least 999 things and that op3 at least 999 things and that op4 at least 999 things.,"<c1> rdfs:subClassOf [
                                                                       owl:intersectionOf ( [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op1> ;
                                                                                           owl:minCardinality ""999""^^xsd:nonNegativeInteger
                                                                                         ]
                                                                                         [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op2> ;
                                                                                           owl:minCardinality ""999""^^xsd:nonNegativeInteger
                                                                                         ]
                                                                                         [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op3> ;
                                                                                           owl:minCardinality ""999""^^xsd:nonNegativeInteger
                                                                                         ]
                                                                                         [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op4> ;
                                                                                           owl:minCardinality ""999""^^xsd:nonNegativeInteger
                                                                                         ]
                                                                                       )
                                                                     ] ."
49,Every c1 is a c2 that op1 at most 1 thing and that op2 at least 1 thing.,"<c1> rdfs:subClassOf [
                                                                       owl:intersectionOf ( <c2>
                                                                                         [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op2> ;
                                                                                           owl:minCardinality ""1""^^xsd:nonNegativeInteger
                                                                                         ]
                                                                                         [ rdf:type owl:Restriction ;
                                                                                           owl:onProperty <op1> ;
                                                                                           owl:maxCardinality ""1""^^xsd:nonNegativeInteger
                                                                                         ]
                                                                                       )
                                                                     ] ."
